School Name,City,Carnegie Classification Undergraduate Profile,Carnegie Size Setting,Public Average Net Price,Private Average Net Price,"Avg $75,001-$110,000 (Public)","Avg $75,000+ (Public)","Avg $48,001-$75,000 (Public)","Avg $48,001-$75,000 (All)","Avg $30,001-$75,000 (Public)","Avg $30,001-$75,000 (All)","Avg $30,001-$48,000 (Public)","Avg $30,001-$48,000 (All)","Avg $110,000+ (Public)","Avg $110,000+ (All)","Avg $0-$48,000 (Public)","Avg $0-$48,000 (Private)","Avg $0-$30,000 (Public)","Avg $0-$30,000 (Private)"
University of San Francisco,San Francisco,15,13,0.0,37768.0,0.0,0.0,0.0,34881.0,0.0,33002.0,0.0,30787.0,0.0,0,0.0,30434.0,0.0,30235.0
San Joaquin College of Law,Clovis,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
San Joaquin Delta College,Stockton,2,5,13760.0,0.0,17287.0,17094.0,16180.0,0.0,14659.0,0.0,13408.0,0.0,12444.0,0,13025.0,0.0,12869.0,0.0
San Joaquin Valley College-Visalia,Visalia,11,9,0.0,25530.0,0.0,0.0,0.0,27579.0,0.0,25859.0,0.0,24999.0,0.0,0,0.0,25242.0,0.0,25276.0
San Joaquin Valley College-Bakersfield,Bakersfield,4,2,0.0,22090.0,0.0,0.0,0.0,22433.0,0.0,22364.0,0.0,22295.0,0.0,0,0.0,21256.0,0.0,20478.0
William Jessup University,Rocklin,13,10,0.0,27799.0,0.0,0.0,0.0,23558.0,0.0,22818.0,0.0,21971.0,0.0,0,0.0,25915.0,0.0,27887.0
San Jose City College,San Jose,1,3,14194.0,0.0,18944.0,18944.0,15883.0,0.0,14755.0,0.0,14261.0,0.0,0.0,0,13830.0,0.0,13596.0,0.0
San Jose State University,San Jose,11,15,13874.0,0.0,18441.0,20894.0,14761.0,0.0,13241.0,0.0,11547.0,0.0,22648.0,0,10733.0,0.0,10225.0,0.0
College of San Mateo,San Mateo,1,3,984.0,0.0,5385.0,5385.0,1834.0,0.0,1014.0,0.0,193.0,0.0,0.0,0,398.0,0.0,503.0,0.0
Santa Barbara Business College-Bakersfield,Bakersfield,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Santa Barbara City College,Santa Barbara,2,4,11391.0,0.0,16368.0,17373.0,13518.0,0.0,11814.0,0.0,10505.0,0.0,18441.0,0,10049.0,0.0,9854.0,0.0
Santa Clara University,Santa Clara,14,14,0.0,43228.0,0.0,0.0,0.0,27484.0,0.0,27588.0,0.0,27708.0,0.0,0,0.0,24933.0,0.0,23618.0
Santa Monica College,Santa Monica,5,15,3305.0,0.0,7474.0,7474.0,6143.0,0.0,3898.0,0.0,2997.0,0.0,0.0,0,2920.0,0.0,2889.0,0.0
Santa Rosa Junior College,Santa Rosa,1,4,6987.0,0.0,10173.0,10173.0,9782.0,0.0,7801.0,0.0,6087.0,0.0,0.0,0,6145.0,0.0,6170.0,0.0
Saybrook University,Pasadena,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Scripps College,Claremont,14,8,0.0,39142.0,0.0,0.0,0.0,27584.0,0.0,25914.0,0.0,20904.0,0.0,0,0.0,18766.0,0.0,17911.0
College of the Sequoias,Visalia,2,4,3417.0,0.0,8149.0,8149.0,5682.0,0.0,3956.0,0.0,3042.0,0.0,0.0,0,2944.0,0.0,2899.0,0.0
Shasta Bible College and Graduate School,Redding,5,6,0.0,19274.0,0.0,0.0,0.0,0.0,0.0,17064.0,0.0,17064.0,0.0,0,0.0,17064.0,0.0,0.0
Shasta College,Redding,5,12,5322.0,0.0,7653.0,7653.0,8256.0,0.0,6825.0,0.0,5659.0,0.0,0.0,0,4754.0,0.0,4526.0,0.0
Sierra College,Rocklin,1,5,2599.0,0.0,7424.0,7330.0,5296.0,0.0,3817.0,0.0,2745.0,0.0,6453.0,0,1619.0,0.0,1101.0,0.0
Sierra College of Beauty,Merced,-2,-2,0.0,8449.0,0.0,0.0,0.0,0.0,0.0,9610.0,0.0,9610.0,0.0,0,0.0,8449.0,0.0,7484.0
Trinity Law School,Santa Ana,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Simpson University,Redding,7,7,0.0,25093.0,0.0,0.0,0.0,26873.0,0.0,24683.0,0.0,22249.0,0.0,0,0.0,18399.0,0.0,15249.0
College of the Siskiyous,Weed,2,2,9566.0,0.0,15560.0,15775.0,10300.0,0.0,9866.0,0.0,9618.0,0.0,16204.0,0,8704.0,0.0,8348.0,0.0
Charles A Jones Career and Education Center,Sacramento,-2,-2,13166.0,0.0,0.0,0.0,0.0,0.0,13171.0,0.0,13171.0,0.0,0.0,0,13166.0,0.0,13163.0,0.0
Skyline College,San Bruno,5,12,2838.0,0.0,5694.0,5694.0,3911.0,0.0,3462.0,0.0,2705.0,0.0,0.0,0,2269.0,0.0,2114.0,0.0
San Bernardino Valley College,San Bernardino,1,4,6831.0,0.0,11285.0,11285.0,9211.0,0.0,7363.0,0.0,6410.0,0.0,0.0,0,6406.0,0.0,6404.0,0.0
Saint Mary's College of California,Moraga,13,14,0.0,22620.0,0.0,0.0,0.0,18017.0,0.0,14872.0,0.0,11968.0,0.0,0,0.0,12674.0,0.0,13329.0
Solano Community College,Fairfield,5,12,1790.0,0.0,4297.0,4297.0,5164.0,0.0,2852.0,0.0,878.0,0.0,0.0,0,791.0,0.0,748.0,0.0
Sonoma State University,Rohnert Park,11,13,6230.0,0.0,11238.0,13535.0,7447.0,0.0,5092.0,0.0,3117.0,0.0,14869.0,0,2323.0,0.0,1831.0,0.0
South Baylo University,Anaheim,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
South Coast College,Orange,3,1,0.0,13061.0,0.0,0.0,0.0,18316.0,0.0,15053.0,0.0,11791.0,0.0,0,0.0,10433.0,0.0,9076.0
Vanguard University of Southern California,Costa Mesa,10,11,0.0,20181.0,0.0,0.0,0.0,19233.0,0.0,17889.0,0.0,16337.0,0.0,0,0.0,15698.0,0.0,15315.0
Concorde Career College-Garden Grove,Garden Grove,3,2,0.0,20872.0,0.0,0.0,0.0,21616.0,0.0,21717.0,0.0,21845.0,0.0,0,0.0,20330.0,0.0,20009.0
Southwestern College,Chula Vista,1,5,4530.0,0.0,9013.0,9013.0,7131.0,0.0,5369.0,0.0,4452.0,0.0,0.0,0,3927.0,0.0,3657.0,0.0
Starr King School for the Ministry,Oakland,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Marshall B Ketchum University,Fullerton,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Southern California Institute of Architecture,Los Angeles,13,6,0.0,34522.0,0.0,0.0,0.0,0.0,0.0,41928.0,0.0,41928.0,0.0,0,0.0,34522.0,0.0,23413.0
University of Southern California,Los Angeles,15,16,0.0,25972.0,0.0,0.0,0.0,18626.0,0.0,15736.0,0.0,12875.0,0.0,0,0.0,12572.0,0.0,12404.0
Southwestern Law School,Los Angeles,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Taft College,Taft,1,2,6605.0,0.0,12879.0,12879.0,8188.0,0.0,6813.0,0.0,6224.0,0.0,0.0,0,6268.0,0.0,6286.0,0.0
Claremont School of Theology,Claremont,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Thomas Aquinas College,Santa Paula,14,8,0.0,26228.0,0.0,0.0,0.0,19332.0,0.0,20332.0,0.0,22666.0,0.0,0,0.0,18697.0,0.0,17507.0
Epic Bible College & Graduate School,Sacramento,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
UEI College-Huntington Park,Huntington Park,-2,-2,0.0,26843.0,0.0,0.0,0.0,28301.0,0.0,27030.0,0.0,26652.0,0.0,0,0.0,26727.0,0.0,26738.0
Concorde Career College-San Bernardino,San Bernardino,4,2,0.0,22888.0,0.0,0.0,0.0,23734.0,0.0,23531.0,0.0,23447.0,0.0,0,0.0,22651.0,0.0,22489.0
Concorde Career College-North Hollywood,North Hollywood,3,2,0.0,20154.0,0.0,0.0,0.0,22175.0,0.0,21496.0,0.0,21254.0,0.0,0,0.0,19307.0,0.0,18867.0
Ventura College,Ventura,1,4,874.0,0.0,5757.0,5757.0,3433.0,0.0,1534.0,0.0,282.0,0.0,0.0,0,104.0,0.0,0.0,0.0
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Bridges Beauty College,Victorville,-2,-2,0.0,15830.0,0.0,0.0,0.0,0.0,0.0,15830.0,0.0,15830.0,0.0,0,0.0,15830.0,0.0,15830.0
Victor Valley College,Victorville,1,4,9987.0,0.0,14739.0,14739.0,12208.0,0.0,10807.0,0.0,9647.0,0.0,0.0,0,9459.0,0.0,9404.0,0.0
Berkeley City College,Berkeley,1,3,11301.0,0.0,16105.0,16105.0,14263.0,0.0,13082.0,0.0,10719.0,0.0,0.0,0,10260.0,0.0,10194.0,0.0
Walden University,Minneapolis,5,15,0.0,18325.0,0.0,0.0,0.0,0.0,0.0,18325.0,0.0,18325.0,0.0,0,0.0,18325.0,0.0,0.0
Waynes College of Beauty,Salinas,-2,-2,0.0,17715.0,0.0,0.0,0.0,22207.0,0.0,18376.0,0.0,17610.0,0.0,0,0.0,17394.0,0.0,17274.0
West Hills College-Coalinga,Coalinga,1,2,10033.0,0.0,14594.0,14594.0,12345.0,0.0,10914.0,0.0,9483.0,0.0,0.0,0,9235.0,0.0,9125.0,0.0
West Los Angeles College,Culver City,5,12,8110.0,0.0,14229.0,14229.0,11394.0,0.0,9735.0,0.0,9101.0,0.0,0.0,0,7738.0,0.0,7260.0,0.0
West Valley College,Saratoga,1,3,2616.0,0.0,10810.0,10810.0,5399.0,0.0,3320.0,0.0,1394.0,0.0,0.0,0,1806.0,0.0,1967.0,0.0
Carrington College-Sacramento,Sacramento,4,2,0.0,36309.0,0.0,0.0,0.0,37072.0,0.0,37011.0,0.0,36979.0,0.0,0,0.0,36058.0,0.0,35854.0
Westminster Theological Seminary in California,Escondido,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Westmont College,Santa Barbara,12,11,0.0,31438.0,0.0,0.0,0.0,26515.0,0.0,24673.0,0.0,20857.0,0.0,0,0.0,23474.0,0.0,27137.0
Whittier College,Whittier,12,11,0.0,19774.0,0.0,0.0,0.0,15584.0,0.0,14638.0,0.0,13280.0,0.0,0,0.0,13866.0,0.0,14301.0
Woodbury University,Burbank,13,9,0.0,30117.0,0.0,0.0,0.0,31731.0,0.0,27092.0,0.0,24091.0,0.0,0,0.0,24527.0,0.0,24801.0
The Wright Institute,Berkeley,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Thomas Jefferson School of Law,San Diego,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,12,8,0.0,14987.0,0.0,0.0,0.0,14153.0,0.0,14493.0,0.0,15097.0,0.0,0,0.0,15021.0,0.0,14975.0
Yuba College,Marysville,1,3,2906.0,0.0,5849.0,5849.0,7406.0,0.0,4981.0,0.0,4375.0,0.0,0.0,0,2840.0,0.0,2800.0,0.0
The Salon Professional Academy-Grand Junction,Grand Junction,-2,-2,0.0,14445.0,0.0,0.0,0.0,16827.0,0.0,14787.0,0.0,13766.0,0.0,0,0.0,13347.0,0.0,13180.0
Adams State University,Alamosa,7,10,14305.0,0.0,18980.0,19900.0,14112.0,0.0,13104.0,0.0,11978.0,0.0,20621.0,0,11129.0,0.0,10769.0,0.0
Aims Community College,Greeley,1,3,9679.0,0.0,13633.0,13846.0,11005.0,0.0,10210.0,0.0,9737.0,0.0,14059.0,0,9029.0,0.0,8697.0,0.0
Arapahoe Community College,Littleton,1,4,11682.0,0.0,15346.0,15845.0,12176.0,0.0,10569.0,0.0,7892.0,0.0,16129.0,0,7988.0,0.0,8024.0,0.0
Bel-Rea Institute of Animal Technology,Denver,4,1,0.0,23439.0,0.0,0.0,0.0,24628.0,0.0,23822.0,0.0,23016.0,0.0,0,0.0,21955.0,0.0,21558.0
University of Colorado Denver/Anschutz Medical Campus,Denver,9,15,13322.0,0.0,20018.0,21333.0,14032.0,0.0,11803.0,0.0,9701.0,0.0,22082.0,0,8911.0,0.0,8376.0,0.0
University of Colorado Colorado Springs,Colorado Springs,7,12,14633.0,0.0,18515.0,19614.0,13872.0,0.0,12275.0,0.0,10541.0,0.0,20336.0,0,10891.0,0.0,11128.0,0.0
Spartan College of Aeronautics and Technology,Broomfield,4,1,0.0,22590.0,0.0,0.0,0.0,19853.0,0.0,18861.0,0.0,17869.0,0.0,0,0.0,22911.0,0.0,23584.0
University of Colorado Boulder,Boulder,14,16,21771.0,0.0,25611.0,28292.0,18334.0,0.0,16893.0,0.0,15194.0,0.0,29352.0,0,14416.0,0.0,13807.0,0.0
Colorado Christian University,Lakewood,5,12,0.0,25681.0,0.0,0.0,0.0,21688.0,0.0,22538.0,0.0,24059.0,0.0,0,0.0,23438.0,0.0,22965.0
Colorado College,Colorado Springs,14,11,0.0,26705.0,0.0,0.0,0.0,17057.0,0.0,15027.0,0.0,12489.0,0.0,0,0.0,10969.0,0.0,10023.0
Concorde Career College-Aurora,Aurora,4,1,0.0,18633.0,0.0,0.0,0.0,20102.0,0.0,19427.0,0.0,18667.0,0.0,0,0.0,17958.0,0.0,17778.0
Colorado Mountain College,Glenwood Springs,5,9,6002.0,0.0,8572.0,10855.0,4213.0,0.0,4661.0,0.0,5286.0,0.0,11616.0,0,3298.0,0.0,2657.0,0.0
Colorado Northwestern Community College,Rangely,2,2,11530.0,0.0,18154.0,18355.0,12002.0,0.0,11098.0,0.0,10080.0,0.0,18657.0,0,8235.0,0.0,7181.0,0.0
Colorado School of Mines,Golden,14,13,25211.0,0.0,17784.0,27059.0,16812.0,0.0,16383.0,0.0,15701.0,0.0,28661.0,0,16878.0,0.0,18417.0,0.0
Colorado School of Trades,Lakewood,4,1,0.0,23142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,23142.0,0.0,23142.0
Colorado State University-Fort Collins,Fort Collins,12,16,19016.0,0.0,21820.0,25494.0,15217.0,0.0,13795.0,0.0,12221.0,0.0,26972.0,0,11942.0,0.0,11713.0,0.0
Colorado Technical University-Colorado Springs,Colorado Springs,7,15,0.0,17576.0,0.0,0.0,0.0,18964.0,0.0,18332.0,0.0,17878.0,0.0,0,0.0,17338.0,0.0,17285.0
Community College of Aurora,Aurora,1,3,8825.0,0.0,12615.0,14504.0,10574.0,0.0,8799.0,0.0,7025.0,0.0,16275.0,0,6328.0,0.0,6051.0,0.0
Technical College of the Rockies,Delta,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Community College of Denver,Denver,5,12,11381.0,0.0,14964.0,15968.0,13267.0,0.0,12010.0,0.0,11172.0,0.0,17222.0,0,10650.0,0.0,10456.0,0.0
Lincoln College of Technology-Denver,Denver,4,2,0.0,38199.0,0.0,0.0,0.0,39255.0,0.0,38711.0,0.0,38110.0,0.0,0,0.0,37331.0,0.0,37046.0
Denver Seminary,Littleton,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
University of Denver,Denver,14,16,0.0,32618.0,0.0,0.0,0.0,25017.0,0.0,22642.0,0.0,19490.0,0.0,0,0.0,20151.0,0.0,20488.0
Emily Griffith Technical College,Denver,-2,-2,5576.0,0.0,0.0,0.0,6146.0,0.0,6144.0,0.0,6144.0,0.0,0.0,0,5562.0,0.0,5473.0,0.0
Fort Lewis College,Durango,11,13,14925.0,0.0,17583.0,18557.0,14487.0,0.0,13959.0,0.0,13458.0,0.0,19687.0,0,12730.0,0.0,12069.0,0.0
Front Range Community College,Westminster,1,4,10987.0,0.0,15987.0,16433.0,11485.0,0.0,10339.0,0.0,9215.0,0.0,16811.0,0,8598.0,0.0,8279.0,0.0
Iliff School of Theology,Denver,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
International Salon and Spa Academy,Colorado Springs,-2,-2,0.0,18882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16694.0,0.0,16694.0
Lamar Community College,Lamar,2,1,10357.0,0.0,13845.0,15381.0,12526.0,0.0,10612.0,0.0,8959.0,0.0,16661.0,0,8570.0,0.0,8304.0,0.0
Colorado Mesa University,Grand Junction,12,13,15898.0,0.0,18618.0,19625.0,15258.0,0.0,14549.0,0.0,13761.0,0.0,20122.0,0,13023.0,0.0,12638.0,0.0
Metropolitan State University of Denver,Denver,7,15,13806.0,0.0,16749.0,17802.0,14567.0,0.0,13488.0,0.0,12721.0,0.0,19569.0,0,13039.0,0.0,13223.0,0.0
Morgan Community College,Fort  Morgan,1,2,8770.0,0.0,13460.0,13662.0,9901.0,0.0,8893.0,0.0,7884.0,0.0,14874.0,0,7238.0,0.0,6947.0,0.0
Naropa University,Boulder,11,7,0.0,29924.0,0.0,0.0,0.0,33050.0,0.0,27127.0,0.0,22389.0,0.0,0,0.0,20583.0,0.0,19293.0
Nazarene Bible College,Colorado Springs,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Northeastern Junior College,Sterling,2,2,12234.0,0.0,15912.0,16687.0,14101.0,0.0,11939.0,0.0,10366.0,0.0,17204.0,0,9679.0,0.0,9319.0,0.0
University of Northern Colorado,Greeley,11,13,16075.0,0.0,17247.0,19416.0,14062.0,0.0,13403.0,0.0,12561.0,0.0,20511.0,0,12744.0,0.0,12876.0,0.0
Otero College,La Junta,2,2,11980.0,0.0,15842.0,16656.0,11330.0,0.0,11084.0,0.0,10869.0,0.0,18283.0,0,11126.0,0.0,11231.0,0.0
Pikes Peak State College,Colorado Springs,5,12,10088.0,0.0,16172.0,16646.0,11211.0,0.0,9948.0,0.0,9145.0,0.0,17189.0,0,8493.0,0.0,8166.0,0.0
Pueblo Community College,Pueblo,5,9,11795.0,0.0,17691.0,18167.0,13646.0,0.0,12389.0,0.0,11578.0,0.0,18856.0,0,10421.0,0.0,10055.0,0.0
Red Rocks Community College,Lakewood,5,9,10822.0,0.0,15835.0,16512.0,13167.0,0.0,10302.0,0.0,9168.0,0.0,17278.0,0,8995.0,0.0,8886.0,0.0
Regis University,Denver,8,13,0.0,23916.0,0.0,0.0,0.0,21510.0,0.0,20958.0,0.0,20203.0,0.0,0,0.0,19500.0,0.0,18978.0
Rocky Mountain College of Art and Design,Lakewood,5,9,0.0,24132.0,0.0,0.0,0.0,24304.0,0.0,24097.0,0.0,23839.0,0.0,0,0.0,21717.0,0.0,20979.0
Montessori Education Center of the Rockies,Denver,-2,-2,0.0,13835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13835.0,0.0,13835.0
Colorado State University Pueblo,Pueblo,11,13,13999.0,0.0,18168.0,18723.0,14603.0,0.0,13076.0,0.0,11947.0,0.0,19266.0,0,11271.0,0.0,10777.0,0.0
Pickens Technical College,Aurora,-2,-2,7322.0,0.0,0.0,0.0,8391.0,0.0,6823.0,0.0,6038.0,0.0,0.0,0,7262.0,0.0,7417.0,0.0
Intellitec College-Colorado Springs,Colorado Springs,4,2,0.0,21119.0,0.0,0.0,0.0,22423.0,0.0,22060.0,0.0,21806.0,0.0,0,0.0,20956.0,0.0,20772.0
Intellitec College-Grand Junction,Grand Junction,4,2,0.0,17723.0,0.0,0.0,0.0,17977.0,0.0,17904.0,0.0,17766.0,0.0,0,0.0,17596.0,0.0,17535.0
Trinidad State College,Trinidad,2,2,11909.0,0.0,15438.0,16634.0,13392.0,0.0,11680.0,0.0,10786.0,0.0,18429.0,0,10827.0,0.0,10861.0,0.0
United States Air Force Academy,USAF Academy,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Empire Beauty School-Thornton,Thornton,-2,-2,0.0,15708.0,0.0,0.0,0.0,16949.0,0.0,15141.0,0.0,14940.0,0.0,0,0.0,15509.0,0.0,15742.0
Western Colorado University,Gunnison,12,11,17437.0,0.0,18893.0,20440.0,17772.0,0.0,15896.0,0.0,13037.0,0.0,21338.0,0,12313.0,0.0,11976.0,0.0
Albertus Magnus College,New Haven,11,10,0.0,28927.0,0.0,0.0,0.0,28964.0,0.0,27678.0,0.0,26567.0,0.0,0,0.0,26375.0,0.0,26294.0
Asnuntuck Community College,Enfield,1,2,9223.0,0.0,12959.0,12119.0,10347.0,0.0,9631.0,0.0,8658.0,0.0,11398.0,0,8170.0,0.0,8007.0,0.0
Bais Binyomin Academy,Monsey,-2,-2,0.0,20140.0,0.0,0.0,0.0,19511.0,0.0,19511.0,0.0,0.0,0.0,0,0.0,19288.0,0.0,19288.0
University of Bridgeport,Bridgeport,7,13,0.0,24416.0,0.0,0.0,0.0,24473.0,0.0,23767.0,0.0,23253.0,0.0,0,0.0,23067.0,0.0,22983.0
Central Connecticut State University,New Britain,11,13,13434.0,0.0,14895.0,16491.0,12155.0,0.0,11590.0,0.0,10941.0,0.0,17513.0,0,10456.0,0.0,10095.0,0.0
Charter Oak State College,New Britain,5,6,13836.0,0.0,16702.0,16702.0,16702.0,0.0,11848.0,0.0,9420.0,0.0,16702.0,0,10971.0,0.0,14072.0,0.0
Cortiva Institute,Cromwell,-2,-2,0.0,25886.0,0.0,0.0,0.0,0.0,0.0,27415.0,0.0,27415.0,0.0,0,0.0,25325.0,0.0,24755.0
Connecticut College,New London,14,11,0.0,31814.0,0.0,0.0,0.0,20255.0,0.0,18837.0,0.0,16283.0,0.0,0,0.0,18628.0,0.0,19605.0
Porter & Chester Institute of Hamden,Hamden,-2,-2,0.0,22612.0,0.0,0.0,0.0,24688.0,0.0,23784.0,0.0,22879.0,0.0,0,0.0,21906.0,0.0,21781.0
University of Connecticut,Storrs,14,17,21724.0,0.0,26188.0,28966.0,20925.0,0.0,17801.0,0.0,15226.0,0.0,29840.0,0,14296.0,0.0,13586.0,0.0
Goodwin University,East Hartford,5,9,0.0,23337.0,0.0,0.0,0.0,23889.0,0.0,25227.0,0.0,26030.0,0.0,0,0.0,23297.0,0.0,22993.0
Lincoln Technical Institute-East Windsor,East Windsor,-2,-2,0.0,32507.0,0.0,0.0,0.0,35003.0,0.0,33209.0,0.0,31775.0,0.0,0,0.0,30331.0,0.0,29893.0
Eastern Connecticut State University,Willimantic,13,14,18292.0,0.0,20106.0,20959.0,17044.0,0.0,15946.0,0.0,14317.0,0.0,21349.0,0,14692.0,0.0,14933.0,0.0
Fairfield University,Fairfield,14,14,0.0,43569.0,0.0,0.0,0.0,30683.0,0.0,29585.0,0.0,27835.0,0.0,0,0.0,29888.0,0.0,31018.0
Paul Mitchell the School-North Haven,North Haven,-2,-2,0.0,21370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,21370.0,0.0,21370.0
Capital Community College,Hartford,1,2,8145.0,0.0,11685.0,11685.0,9142.0,0.0,8606.0,0.0,8070.0,0.0,0.0,0,7803.0,0.0,7719.0,0.0
Rensselaer at Hartford,Hartford,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
American Institute-West Hartford,West Hartford,-2,-2,0.0,19689.0,0.0,0.0,0.0,21008.0,0.0,19759.0,0.0,19312.0,0.0,0,0.0,19390.0,0.0,19410.0
Hartford International University for Religion and Peace,Hartford,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
University of Hartford,West Hartford,12,14,0.0,29932.0,0.0,0.0,0.0,27772.0,0.0,26658.0,0.0,25287.0,0.0,0,0.0,25494.0,0.0,25636.0
Holy Apostles College and Seminary,Cromwell,5,6,0.0,16060.0,0.0,0.0,0.0,16060.0,0.0,16060.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Housatonic Community College,Bridgeport,1,3,6800.0,0.0,7965.0,8507.0,7602.0,0.0,7063.0,0.0,6573.0,0.0,9412.0,0,6489.0,0.0,6458.0,0.0
