School Name,Student Count,"Standardized Test required? (1:Required, 2:Recommended, 3:Neither required nor recommended , 4:Do not know, 5: Considered but not required)",Admission Rate,4Yr Uni Completion Rates,% White Students,% Hispanic Students,% Black Students,% AIAN Students,% Female Students,% Male Students
Marymount California University,443.0,0.0,0.0,39.45,21.22,46.73,9.030000000000001,0.0,52.14,47.86
Mendocino College,2223.0,0.0,0.0,0.0,46.42,38.24,1.3,4.77,70.67,29.330000000000002
Menlo College,743.0,3.0,69.78,54.97,20.32,31.490000000000002,5.25,0.54,45.629999999999995,54.37
Merced College,7737.0,0.0,0.0,0.0,17.68,62.760000000000005,3.3300000000000005,0.48,61.06,38.940000000000005
Merritt College,4798.0,0.0,0.0,0.0,20.03,28.49,21.7,0.25,67.22,32.78
Mills College,438.0,5.0,79.81,64.03,33.33,34.02,13.01,0.0,99.53999999999999,0.45999999999999996
MiraCosta College,10436.0,0.0,0.0,35.870000000000005,38.79,38.61,3.56,0.49,60.25,39.75
Mission College,4950.0,0.0,0.0,0.0,14.360000000000001,33.52,3.56,0.16,56.08,43.919999999999995
Modern Beauty Academy,81.0,0.0,0.0,0.0,0.0,87.64999999999999,3.6999999999999997,0.0,59.260000000000005,40.739999999999995
Modesto Junior College,12949.0,0.0,0.0,22.56,34.14,53.42,3.18,0.5599999999999999,62.36000000000001,37.64
Moler Barber College,346.0,0.0,0.0,0.0,6.65,39.31,35.55,2.31,42.199999999999996,57.8
Middlebury Institute of International Studies at Monterey,13.0,0.0,0.0,0.0,53.849999999999994,15.379999999999999,0.0,0.0,30.769999999999996,69.23
Monterey Peninsula College,5706.0,0.0,0.0,0.0,33.26,46.9,3.0,0.27999999999999997,55.19,44.81
Moorpark College,11336.0,0.0,0.0,0.0,40.050000000000004,40.47,2.13,0.21,54.300000000000004,45.7
Mt San Antonio College,22907.0,0.0,0.0,0.0,9.36,63.68000000000001,3.5700000000000003,0.16,54.11,45.89
Mount Saint Mary's University,1898.0,3.0,90.12,58.95,9.64,56.74,6.01,0.21,93.67999999999999,6.32
Mt San Jacinto Community College District,12452.0,0.0,0.0,0.0,26.810000000000002,48.5,5.38,0.44999999999999996,59.97,40.03
Musicians Institute,744.0,2.0,78.57,53.559999999999995,26.75,11.16,6.8500000000000005,0.54,27.42,72.58
Napa Valley College,3777.0,0.0,0.0,0.0,24.83,46.92,5.11,0.29,59.86,40.14
National Holistic Institute,1201.0,0.0,0.0,0.0,33.89,23.48,10.489999999999998,1.58,75.85,24.15
National University,7160.0,3.0,54.55,46.67,32.72,30.680000000000003,10.41,0.61,51.790000000000006,48.209999999999994
Naval Postgraduate School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newschool of Architecture and Design,301.0,3.0,60.85,53.7,39.2,0.0,7.64,2.9899999999999998,41.199999999999996,58.8
North Adrian's College of Beauty Inc,221.0,0.0,0.0,0.0,35.29,46.150000000000006,10.86,0.0,93.67,6.329999999999999
North-West College-Pomona,190.0,0.0,0.0,0.0,8.95,38.42,6.84,2.63,90.53,9.47
North-West College-West Covina,384.0,0.0,0.0,0.0,32.29,14.84,3.65,3.65,88.02,11.98
North-West College-Van Nuys,171.0,0.0,0.0,0.0,8.77,61.4,9.36,0.58,85.96000000000001,14.04
San Francisco Bay University,6.0,5.0,45.0,26.669999999999998,0.0,0.0,0.0,0.0,50.0,50.0
Notre Dame de Namur University,0.0,0.0,0.0,54.65,0.0,0.0,0.0,0.0,0.0,0.0
Occidental College,1952.0,5.0,38.24,82.91,46.98,15.78,4.5600000000000005,0.0,57.89,42.11
Ohlone College,6929.0,0.0,0.0,0.0,15.2,24.65,3.3300000000000005,0.09,50.839999999999996,49.16
Orange Coast College,15761.0,0.0,0.0,0.0,30.12,33.410000000000004,1.69,0.24,51.65,48.35
Otis College of Art and Design,1191.0,5.0,79.82000000000001,68.58999999999999,22.08,20.07,5.37,0.16999999999999998,69.69,30.31
Oxnard College,5789.0,0.0,0.0,0.0,14.7,73.29,2.02,0.16999999999999998,55.35,44.65
Hope International University,619.0,5.0,39.97,41.959999999999994,34.89,25.040000000000003,8.89,0.97,55.57,44.43
Concorde Career College-San Diego,735.0,3.0,98.79,0.0,6.94,28.16,4.22,0.27,78.36999999999999,21.63
Palo Alto University,64.0,0.0,0.0,0.0,26.56,21.88,3.1300000000000003,0.0,78.13,21.88
Pacific Oaks College,479.0,3.0,13.04,0.0,14.2,57.620000000000005,11.48,0.63,91.02,8.98
Pacific School of Religion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pacific States University,2.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0
Pacific Union College,799.0,2.0,57.730000000000004,39.6,21.4,31.290000000000003,6.88,0.25,62.580000000000005,37.419999999999995
University of the Pacific,3269.0,5.0,79.3,69.49,20.95,24.5,4.01,0.27999999999999997,52.55,47.449999999999996
Palo Verde College,3734.0,0.0,0.0,0.0,40.68,38.379999999999995,8.76,1.0999999999999999,10.82,89.18
Palomar College,13873.0,0.0,0.0,0.0,36.01,44.97,2.74,0.54,48.52,51.480000000000004
Pasadena City College,19090.0,0.0,0.0,0.0,15.540000000000001,48.58,3.5000000000000004,0.1,54.559999999999995,45.440000000000005
Pepperdine University,3706.0,5.0,52.71,82.95,46.489999999999995,17.54,4.53,0.16,57.66,42.34
Pitzer College,1168.0,3.0,18.310000000000002,88.39,50.09,12.67,4.79,0.6,58.650000000000006,41.349999999999994
Platt College-San Diego,64.0,0.0,0.0,81.82000000000001,34.38,26.56,15.629999999999999,0.0,28.13,71.88
Point Loma Nazarene University,3170.0,5.0,83.66,72.74000000000001,52.68000000000001,26.75,1.8900000000000001,0.32,65.71000000000001,34.29
Pomona College,1747.0,5.0,6.64,92.97999999999999,34.29,16.03,8.82,0.29,54.55,45.45
Porterville College,2725.0,0.0,0.0,0.0,15.120000000000001,77.61,0.9900000000000001,0.66,64.22,35.78
Professional Institute of Beauty,137.0,0.0,0.0,0.0,2.19,75.18,0.0,0.0,96.35000000000001,3.65
Santa Ana College,20846.0,0.0,0.0,27.85,19.82,51.93,1.4500000000000002,0.22,40.03,59.97
Pardee RAND Graduate School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shasta School of Cosmetology,116.0,0.0,0.0,0.0,68.97,16.38,3.45,2.59,87.07000000000001,12.93
University of Redlands,2596.0,5.0,82.97,69.41000000000001,37.9,40.489999999999995,4.47,0.8099999999999999,59.17,40.83
College of the Redwoods,2947.0,0.0,0.0,0.0,51.239999999999995,24.57,3.8,3.9699999999999998,53.410000000000004,46.589999999999996
Salon Success Academy-Upland,194.0,0.0,0.0,0.0,19.07,68.04,1.55,0.52,92.27,7.7299999999999995
Salon Success Academy-Corona,187.0,0.0,0.0,0.0,17.65,60.42999999999999,12.3,0.0,98.4,1.6
Rio Hondo College,13960.0,0.0,0.0,24.07,5.52,80.69,1.68,0.16999999999999998,43.830000000000005,56.169999999999995
Riverside City College,15516.0,0.0,0.0,0.0,15.42,65.34,7.1499999999999995,0.21,60.23,39.77
Dongguk University Los Angeles,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0
Sacramento City College,16654.0,0.0,0.0,0.0,26.790000000000003,31.15,8.59,0.45999999999999996,61.5,38.5
Saddleback College,15431.0,0.0,0.0,0.0,46.129999999999995,28.689999999999998,2.34,0.26,55.74,44.26
Samuel Merritt University,677.0,0.0,0.0,0.0,24.67,21.86,9.6,0.0,79.32000000000001,20.68
San Diego City College,10852.0,0.0,0.0,0.0,25.41,45.25,8.690000000000001,0.37,56.84,43.16
San Diego Mesa College,15217.0,0.0,0.0,30.769999999999996,29.03,39.78,6.12,0.29,56.28999999999999,43.71
San Diego Miramar College,10881.0,0.0,0.0,0.0,34.39,31.900000000000002,4.84,0.3,45.910000000000004,54.09
San Diego State University,30991.0,3.0,37.9,76.14999999999999,34.36,33.68,4.18,0.27,56.879999999999995,43.120000000000005
University of San Diego,5601.0,3.0,52.7,80.02,48.6,23.369999999999997,3.39,0.29,56.15,43.85
San Francisco Art Institute,26.0,0.0,0.0,31.759999999999998,42.309999999999995,23.080000000000002,3.85,3.85,53.849999999999994,46.150000000000006
San Francisco Conservatory of Music,228.0,3.0,46.45,70.59,38.6,10.96,3.51,0.0,40.79,59.209999999999994
San Francisco State University,22563.0,3.0,92.92,53.71,15.68,37.41,5.86,0.16,55.36,44.64
University of San Francisco,5937.0,5.0,70.92,75.61,23.95,20.62,6.550000000000001,0.1,64.53,35.47
San Joaquin College of Law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Joaquin Delta College,13242.0,0.0,0.0,0.0,16.74,49.24,6.45,0.26,59.599999999999994,40.400000000000006
San Joaquin Valley College-Visalia,2124.0,0.0,0.0,28.24,21.89,55.410000000000004,7.249999999999999,1.32,73.92,26.08
San Joaquin Valley College-Bakersfield,788.0,0.0,0.0,0.0,19.16,63.71,4.7,1.02,71.7,28.299999999999997
William Jessup University,1195.0,2.0,77.78,60.0,46.78,22.759999999999998,4.9399999999999995,1.26,57.82000000000001,42.18
San Jose City College,6076.0,0.0,0.0,0.0,11.49,48.32,5.28,0.12,59.69,40.31
San Jose State University,28190.0,3.0,84.37,68.78999999999999,13.04,29.909999999999997,3.6700000000000004,0.09,48.89,51.11
College of San Mateo,5553.0,0.0,0.0,0.0,25.119999999999997,32.05,2.88,0.13,50.68,49.32
Santa Barbara Business College-Bakersfield,9.0,0.0,0.0,65.71000000000001,11.110000000000001,66.67,11.110000000000001,0.0,77.78,22.220000000000002
Santa Barbara City College,10570.0,0.0,0.0,0.0,40.88,37.43,2.32,0.31,57.67,42.33
Santa Clara University,5887.0,5.0,53.98,90.86999999999999,42.01,17.95,2.63,0.05,47.32,52.68000000000001
Santa Monica College,21482.0,0.0,0.0,31.91,25.619999999999997,42.1,8.33,0.13,56.82000000000001,43.18
Santa Rosa Junior College,12916.0,0.0,0.0,0.0,41.92,38.93,2.15,0.51,56.56,43.44
Saybrook University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scripps College,1091.0,5.0,29.54,82.31,53.99,13.29,3.85,0.0,100.0,0.0
College of the Sequoias,9546.0,0.0,0.0,0.0,18.73,71.07,2.16,0.36,59.199999999999996,40.8
Shasta Bible College and Graduate School,29.0,2.0,100.0,0.0,79.31,17.24,0.0,0.0,44.83,55.169999999999995
Shasta College,5079.0,0.0,0.0,22.220000000000002,62.83,17.919999999999998,2.2399999999999998,1.95,64.5,35.5
Sierra College,12847.0,0.0,0.0,0.0,54.230000000000004,25.31,2.92,0.5700000000000001,55.88999999999999,44.11
Sierra College of Beauty,122.0,0.0,0.0,0.0,18.029999999999998,70.49,2.46,0.0,90.98,9.02
Trinity Law School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simpson University,805.0,3.0,66.95,44.78,42.61,20.0,3.73,1.37,57.269999999999996,42.730000000000004
College of the Siskiyous,1049.0,0.0,0.0,0.0,56.43,19.07,4.0,3.15,48.14,51.85999999999999
Charles A Jones Career and Education Center,163.0,0.0,0.0,0.0,25.15,21.47,7.359999999999999,3.6799999999999997,69.33,30.669999999999998
Skyline College,5664.0,0.0,0.0,40.760000000000005,18.82,31.900000000000002,2.58,0.04,54.779999999999994,45.22
San Bernardino Valley College,8578.0,0.0,0.0,0.0,10.92,67.60000000000001,10.66,0.19,61.8,38.2
Saint Mary's College of California,2190.0,3.0,70.08,73.08,39.22,29.409999999999997,4.569999999999999,0.37,58.08,41.92
Solano Community College,6942.0,0.0,0.0,29.970000000000002,24.46,34.4,12.24,0.35000000000000003,58.10999999999999,41.89
Sonoma State University,6560.0,3.0,93.73,59.91,41.65,37.91,2.62,0.43,62.12,37.88
South Baylo University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Coast College,272.0,0.0,0.0,0.0,28.68,43.38,4.41,1.47,93.01,6.99
Vanguard University of Southern California,1972.0,5.0,69.01,61.46,33.11,46.5,4.31,0.35000000000000003,68.46,31.540000000000003
Concorde Career College-Garden Grove,734.0,3.0,97.89,0.0,8.450000000000001,42.230000000000004,5.45,0.13999999999999999,71.39,28.610000000000003
Southwestern College,14285.0,0.0,0.0,0.0,8.1,69.69999999999999,4.54,0.22999999999999998,55.82,44.18
Starr King School for the Ministry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marshall B Ketchum University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern California Institute of Architecture,252.0,5.0,64.86,74.19,14.680000000000001,12.7,1.59,0.0,39.68,60.31999999999999
University of Southern California,20619.0,5.0,12.509999999999998,92.01,32.29,17.34,5.93,0.13999999999999999,51.629999999999995,48.370000000000005
Southwestern Law School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taft College,3208.0,0.0,0.0,0.0,26.369999999999997,62.78,4.05,0.5,46.85,53.15
Claremont School of Theology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Aquinas College,497.0,1.0,83.14,85.9,67.0,16.7,0.0,0.0,50.3,49.7
Epic Bible College & Graduate School,88.0,0.0,0.0,50.0,34.089999999999996,18.18,19.32,0.0,47.73,52.27
UEI College-Huntington Park,1108.0,0.0,0.0,0.0,0.09,23.1,4.24,0.44999999999999996,61.73,38.269999999999996
Concorde Career College-San Bernardino,744.0,3.0,99.07000000000001,0.0,12.1,46.51,9.27,0.67,78.36,21.64
Concorde Career College-North Hollywood,714.0,3.0,98.08,0.0,4.760000000000001,47.620000000000005,3.5000000000000004,0.13999999999999999,69.19,30.81
Ventura College,9808.0,0.0,0.0,0.0,22.45,63.77,2.1399999999999997,0.21,58.57,41.43
The Santa Barbara and Ventura Colleges of Law at Ventura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridges Beauty College,94.0,0.0,0.0,0.0,20.21,57.45,9.569999999999999,1.06,85.11,14.89
Victor Valley College,9814.0,0.0,0.0,0.0,18.96,62.760000000000005,9.28,0.22,64.53999999999999,35.46
Berkeley City College,4067.0,0.0,0.0,0.0,23.04,27.83,16.13,0.12,58.32000000000001,41.68
Walden University,7086.0,0.0,0.0,0.0,42.79,8.83,33.71,0.1,84.04,15.959999999999999
Waynes College of Beauty,55.0,0.0,0.0,0.0,1.82,92.73,0.0,1.82,78.18,21.82
West Hills College-Coalinga,1999.0,0.0,0.0,0.0,15.86,69.53,5.6000000000000005,1.15,50.629999999999995,49.370000000000005
West Los Angeles College,7921.0,0.0,0.0,25.64,16.06,47.870000000000005,19.16,0.18,60.9,39.1
West Valley College,5779.0,0.0,0.0,0.0,34.42,32.84,2.6,0.16999999999999998,55.82,44.18
Carrington College-Sacramento,1606.0,0.0,0.0,0.0,24.66,39.73,11.27,2.37,90.85,9.15
Westminster Theological Seminary in California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westmont College,1238.0,5.0,78.97,73.45,53.63,20.27,1.7000000000000002,0.24,60.5,39.5
Whittier College,1321.0,5.0,82.49,63.6,20.44,41.86,4.16,0.22999999999999998,56.25,43.75
Woodbury University,937.0,5.0,63.04,59.13,34.47,40.23,5.34,0.53,52.190000000000005,47.81
The Wright Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Jefferson School of Law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,142.0,3.0,68.60000000000001,25.0,97.89,0.0,0.0,0.0,0.0,100.0
Yuba College,4153.0,0.0,0.0,0.0,29.57,40.77,3.2300000000000004,0.6,63.63999999999999,36.36
The Salon Professional Academy-Grand Junction,53.0,0.0,0.0,0.0,67.92,13.209999999999999,0.0,1.8900000000000001,98.11,1.8900000000000001
Adams State University,1484.0,5.0,99.83,28.7,39.15,36.66,9.43,1.48,43.6,56.39999999999999
Aims Community College,3392.0,0.0,0.0,0.0,49.82,40.21,2.62,0.44,58.10999999999999,41.89
Arapahoe Community College,5274.0,0.0,0.0,28.910000000000004,65.05,18.029999999999998,4.04,0.45999999999999996,60.6,39.4
Bel-Rea Institute of Animal Technology,217.0,3.0,81.27,0.0,59.45,25.81,4.15,0.9199999999999999,85.25,14.75
University of Colorado Denver/Anschutz Medical Campus,11042.0,5.0,72.05,48.04,42.21,25.35,5.8999999999999995,0.33999999999999997,56.52,43.480000000000004
University of Colorado Colorado Springs,9634.0,2.0,95.27,44.14,60.51,20.68,4.55,0.33,54.31,45.69
Spartan College of Aeronautics and Technology,316.0,0.0,0.0,0.0,46.52,18.04,5.06,0.63,12.030000000000001,87.97
University of Colorado Boulder,30414.0,5.0,79.58,74.03999999999999,67.97,13.29,1.63,0.11,45.16,54.84
Colorado Christian University,4995.0,0.0,0.0,58.24,60.96,16.939999999999998,13.71,0.7799999999999999,70.95,29.049999999999997
Colorado College,2235.0,3.0,14.249999999999998,85.74000000000001,65.95,10.83,3.18,0.36,56.55,43.45
Concorde Career College-Aurora,781.0,3.0,82.96,0.0,26.76,33.42,13.700000000000001,1.15,83.99,16.009999999999998
Colorado Mountain College,2740.0,0.0,0.0,27.089999999999996,62.03999999999999,29.959999999999997,0.95,0.44,59.45,40.550000000000004
Colorado Northwestern Community College,562.0,0.0,0.0,0.0,62.46000000000001,23.49,3.02,1.96,64.59,35.410000000000004
Colorado School of Mines,5440.0,5.0,56.879999999999995,83.25,68.95,12.22,1.03,0.38999999999999996,31.580000000000002,68.42
Colorado School of Trades,149.0,3.0,98.15,0.0,71.81,0.67,1.34,2.01,1.34,98.66
Colorado State University-Fort Collins,24344.0,5.0,89.64,69.12,70.78,15.310000000000002,2.23,0.54,54.17999999999999,45.82
Colorado Technical University-Colorado Springs,21009.0,0.0,0.0,22.57,28.38,0.36,19.689999999999998,1.02,66.39,33.61
Community College of Aurora,3613.0,0.0,0.0,0.0,30.0,31.25,22.25,0.42,60.029999999999994,39.97
Technical College of the Rockies,120.0,0.0,0.0,0.0,64.17,30.0,0.83,4.17,61.67,38.33
Community College of Denver,5050.0,0.0,0.0,17.97,35.54,34.849999999999994,12.4,0.77,64.14,35.86
Lincoln College of Technology-Denver,1551.0,0.0,0.0,0.0,41.52,36.230000000000004,5.09,2.8400000000000003,8.450000000000001,91.55
Denver Seminary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Denver,5771.0,5.0,63.629999999999995,75.69,68.60000000000001,13.200000000000001,2.5,0.44999999999999996,55.06999999999999,44.93
Emily Griffith Technical College,5086.0,0.0,0.0,0.0,55.15,31.009999999999998,4.6,1.28,12.15,87.85
Fort Lewis College,3260.0,5.0,92.75,44.06,38.190000000000005,13.28,0.9199999999999999,34.29,53.900000000000006,46.1
Front Range Community College,11436.0,0.0,0.0,25.75,61.46,24.44,2.08,0.7799999999999999,58.650000000000006,41.349999999999994
Iliff School of Theology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Salon and Spa Academy,228.0,0.0,0.0,0.0,33.77,26.32,19.3,3.51,80.25999999999999,19.74
Lamar Community College,408.0,0.0,0.0,0.0,51.959999999999994,30.880000000000003,7.35,2.21,60.29,39.71
Colorado Mesa University,7904.0,5.0,80.24,38.09,65.94,21.12,2.26,0.5599999999999999,54.120000000000005,45.879999999999995
Metropolitan State University of Denver,15625.0,5.0,88.82,29.759999999999998,47.55,33.269999999999996,6.7299999999999995,0.44999999999999996,55.26,44.74
Morgan Community College,614.0,0.0,0.0,56.79,47.39,37.13,9.45,0.16,67.92,32.08
Naropa University,317.0,3.0,100.0,34.21,64.67,10.73,1.8900000000000001,0.95,73.5,26.5
Nazarene Bible College,347.0,0.0,0.0,0.0,77.52,9.8,6.05,1.44,52.16,47.839999999999996
Northeastern Junior College,918.0,0.0,0.0,0.0,67.32000000000001,18.95,3.16,0.44,55.010000000000005,44.99
University of Northern Colorado,6683.0,1.0,91.13,51.9,62.19,24.09,4.82,0.33,67.62,32.379999999999995
Otero College,754.0,0.0,0.0,0.0,42.04,34.88,8.75,0.8,57.96,42.04
Pikes Peak State College,9213.0,0.0,0.0,24.279999999999998,55.61000000000001,23.52,7.51,0.66,60.97,39.03
Pueblo Community College,3291.0,0.0,0.0,19.27,49.01,38.769999999999996,3.2800000000000002,2.4299999999999997,69.1,30.9
Red Rocks Community College,4249.0,0.0,0.0,22.09,63.59,21.560000000000002,2.09,0.7799999999999999,49.64,50.36000000000001
Regis University,2616.0,5.0,81.37,62.019999999999996,49.919999999999995,26.450000000000003,4.66,0.42,63.38,36.620000000000005
